engine,cycle,setting_1,setting_2,setting_3,(Fan inlet temperature) (◦R),(LPC outlet temperature) (◦R),(HPC outlet temperature) (◦R),(LPT outlet temperature) (◦R),(Fan inlet Pressure) (psia),(bypass-duct pressure) (psia),(HPC outlet pressure) (psia),(Physical fan speed) (rpm),(Physical core speed) (rpm),(Engine pressure ratio(P50/P2),(HPC outlet Static pressure) (psia),(Ratio of fuel flow to Ps30) (pps/psia),(Corrected fan speed) (rpm),(Bypass Ratio) ,(Burner fuel-air ratio),(Bleed Enthalpy),(Required fan speed),(Required fan conversion speed),(High-pressure turbines Cool air flow),(Low-pressure turbines Cool air flow),RUL
1,26,42.0019,0.8405,100.0,445.0,549.55,1349.35,1130.99,3.91,5.71,138.46,2211.62,8302.33,1.02,42.21,130.65,2387.69,9.4075,0.02,331,2212,100.0,10.49,6.3442,163.0
1,27,42.007,0.841,100.0,445.0,549.31,1345.42,1130.56,3.91,5.71,138.75,2211.59,8313.13,1.02,42.07,130.78,2387.71,9.3916,0.02,330,2212,100.0,10.49,6.3296,126.0
1,28,42.0068,0.8418,100.0,445.0,549.3,1357.39,1128.8,3.91,5.71,138.55,2211.62,8308.96,1.02,42.03,130.44,2387.62,9.344,0.02,331,2212,100.0,10.57,6.3721,138.0
1,29,10.0047,0.25,100.0,489.05,604.49,1501.87,1312.54,10.52,15.49,394.29,2318.92,8760.57,1.26,45.26,371.12,2388.17,8.6762,0.03,369,2319,100.0,28.75,17.0546,83.0
1,30,41.9983,0.84,100.0,445.0,549.55,1353.61,1131.34,3.91,5.72,138.54,2211.7,8314.66,1.02,42.15,130.82,2387.67,9.3877,0.02,330,2212,100.0,10.62,6.3198,78.0
1,31,42.0073,0.8404,100.0,445.0,549.58,1352.84,1125.52,3.91,5.71,138.66,2211.67,8316.69,1.02,42.16,130.98,2387.69,9.417,0.02,331,2212,100.0,10.56,6.2812,75.0
1,32,35.0067,0.8403,100.0,449.44,555.62,1365.86,1134.14,5.48,8.0,194.55,2222.74,8337.42,1.02,41.97,183.04,2387.83,9.2959,0.02,334,2223,100.0,14.67,8.9619,11.0
1,33,35.0009,0.8408,100.0,449.44,555.87,1364.69,1129.21,5.48,8.0,193.62,2222.8,8339.94,1.02,41.92,182.51,2387.85,9.3377,0.02,333,2223,100.0,14.87,8.8815,53.0
1,34,25.0023,0.6219,60.0,462.54,536.8,1261.54,1044.79,7.05,9.02,175.52,1915.18,8010.92,0.94,36.84,164.58,2028.07,10.896,0.02,306,1915,84.93,14.01,8.6475,173.0
1,35,34.9993,0.84,100.0,449.44,555.54,1362.1,1126.92,5.48,8.0,194.41,2222.76,8334.17,1.02,41.8,183.01,2387.81,9.2995,0.02,332,2223,100.0,14.86,8.8023,63.0
1,36,25.0047,0.6217,60.0,462.54,536.87,1262.34,1052.78,7.05,9.03,175.45,1915.06,8005.43,0.94,36.75,164.53,2028.06,10.8845,0.02,306,1915,84.93,14.45,8.5771,100.0
1,37,0.0009,0.0012,100.0,518.67,642.07,1596.41,1404.53,14.62,21.61,553.39,2388.09,9045.6,1.3,47.4,521.68,2388.12,8.4361,0.03,393,2388,100.0,38.89,23.2925,151.0
1,38,42.0062,0.8417,100.0,445.0,549.93,1353.79,1132.17,3.91,5.71,138.57,2211.65,8310.65,1.02,42.25,130.63,2387.72,9.3801,0.02,330,2212,100.0,10.58,6.2903,55.0
1,39,34.9995,0.842,100.0,449.44,555.82,1361.37,1138.44,5.48,8.0,194.11,2222.72,8340.39,1.02,42.07,182.44,2387.79,9.3014,0.02,333,2223,100.0,14.95,8.8077,48.0
1,40,20.001,0.7,100.0,491.19,607.87,1490.79,1250.49,9.35,13.66,334.49,2323.9,8716.66,1.08,44.48,314.19,2388.04,9.1953,0.02,366,2324,100.0,24.41,14.6732,37.0
1,41,0.0025,0.0007,100.0,518.67,642.47,1595.21,1409.72,14.62,21.61,553.44,2388.09,9045.06,1.3,47.46,521.27,2388.1,8.4429,0.03,393,2388,100.0,38.83,23.2955,44.0
1,42,35.0018,0.84,100.0,449.44,555.2,1366.71,1124.97,5.48,8.0,194.68,2222.7,8336.51,1.02,41.88,183.02,2387.79,9.3061,0.02,333,2223,100.0,14.54,8.9625,27.0
1,43,25.0034,0.6201,60.0,462.54,536.35,1260.54,1054.11,7.05,9.03,175.73,1915.17,8004.27,0.94,36.76,164.4,2027.99,10.8846,0.02,307,1915,84.93,14.31,8.5917,18.0
1,44,24.9997,0.62,60.0,462.54,537.17,1259.07,1048.29,7.05,9.02,175.71,1915.14,7999.18,0.94,36.85,164.22,2027.98,10.8952,0.02,308,1915,84.93,14.22,8.5249,6.0
1,45,25.004,0.6214,60.0,462.54,536.76,1263.3,1049.91,7.05,9.02,175.25,1915.18,8010.73,0.94,36.78,164.36,2028.03,10.9544,0.02,307,1915,84.93,14.26,8.7476,15.0
1,46,41.9984,0.8416,100.0,445.0,549.74,1347.59,1118.99,3.91,5.72,138.18,2211.64,8309.31,1.02,42.28,130.47,2387.61,9.3946,0.02,332,2212,100.0,10.43,6.3785,112.0
1,47,20.0047,0.7,100.0,491.19,608.32,1485.03,1259.97,9.35,13.66,334.41,2323.96,8715.47,1.08,44.53,315.23,2388.04,9.2428,0.02,365,2324,100.0,24.63,14.5702,131.0
1,48,24.9989,0.62,60.0,462.54,536.95,1254.99,1042.54,7.05,9.02,174.9,1915.12,7998.69,0.94,36.63,164.52,2028.04,10.9232,0.02,307,1915,84.93,14.15,8.5341,13.0
1,49,42.0037,0.8419,100.0,445.0,549.08,1357.48,1126.16,3.91,5.72,138.33,2211.69,8309.25,1.02,42.04,130.08,2387.7,9.3347,0.02,331,2212,100.0,10.47,6.3771,122.0
1,50,41.9989,0.8405,100.0,445.0,549.66,1349.34,1126.83,3.91,5.71,138.47,2211.56,8310.11,1.02,42.14,130.48,2387.69,9.3666,0.02,330,2212,100.0,10.49,6.3317,13.0
1,51,25.0028,0.6202,60.0,462.54,536.83,1266.63,1055.68,7.05,9.03,176.31,1915.19,8002.72,0.94,36.71,164.5,2028.01,10.9012,0.02,306,1915,84.93,14.28,8.6016,98.0
1,52,42.0014,0.8403,100.0,445.0,549.46,1345.85,1128.31,3.91,5.71,138.5,2211.62,8308.02,1.02,41.86,130.96,2387.73,9.384,0.02,332,2212,100.0,10.57,6.4166,53.0
1,53,10.0012,0.2502,100.0,489.05,605.07,1503.54,1312.19,10.52,15.49,394.76,2318.97,8766.81,1.26,45.5,371.81,2388.21,8.667,0.03,368,2319,100.0,28.39,17.088,52.0
1,54,19.9988,0.7,100.0,491.19,607.82,1481.63,1259.46,9.35,13.65,334.97,2323.94,8714.38,1.08,44.46,314.66,2388.09,9.2473,0.02,365,2324,100.0,24.52,14.7624,106.0
1,55,20.0007,0.7,100.0,491.19,607.95,1476.74,1254.03,9.35,13.66,334.3,2323.92,8713.67,1.08,44.5,314.94,2388.06,9.2432,0.02,366,2324,100.0,24.49,14.7589,103.0
1,56,20.0038,0.7015,100.0,491.19,607.75,1488.98,1246.5,9.35,13.66,334.08,2323.94,8705.85,1.08,44.33,315.09,2388.06,9.2217,0.02,366,2324,100.0,24.43,14.6111,152.0
1,57,42.0022,0.84,100.0,445.0,549.36,1353.76,1122.4,3.91,5.71,138.25,2211.61,8316.89,1.02,42.06,130.57,2387.72,9.3665,0.02,333,2212,100.0,10.35,6.2675,123.0
1,58,0.0011,0.0,100.0,518.67,642.45,1595.09,1408.44,14.62,21.61,553.19,2388.2,9042.64,1.3,47.49,521.46,2388.13,8.4304,0.03,394,2388,100.0,38.86,23.291,26.0
1,59,9.9997,0.25,100.0,489.05,604.55,1502.13,1306.9,10.52,15.49,394.03,2318.91,8767.57,1.26,45.37,371.65,2388.16,8.6652,0.03,368,2319,100.0,28.53,17.0247,178.0
1,60,19.9997,0.7016,100.0,491.19,607.4,1488.52,1254.92,9.35,13.66,333.56,2323.91,8714.55,1.08,44.46,314.6,2388.11,9.2013,0.02,365,2324,100.0,24.51,14.7853,73.0
1,61,25.0041,0.62,60.0,462.54,536.71,1262.12,1047.37,7.05,9.03,174.76,1915.16,8002.28,0.94,36.88,164.58,2028.01,10.907,0.02,309,1915,84.93,14.27,8.5651,169.0
1,62,34.9982,0.841,100.0,449.44,555.53,1360.54,1130.97,5.48,8.0,194.2,2222.72,8342.63,1.02,41.98,182.82,2387.8,9.3971,0.02,335,2223,100.0,14.79,8.8707,39.0
1,63,24.9992,0.62,60.0,462.54,536.5,1261.94,1049.71,7.05,9.03,175.77,1915.22,8000.7,0.94,36.73,164.95,2028.06,10.8911,0.02,307,1915,84.93,14.29,8.6163,39.0
1,64,10.0067,0.2506,100.0,489.05,605.16,1505.83,1312.38,10.52,15.49,395.09,2318.99,8765.03,1.26,45.39,371.76,2388.15,8.662,0.03,369,2319,100.0,28.34,17.122,14.0
1,65,35.003,0.8419,100.0,449.44,555.82,1363.95,1131.79,5.48,8.0,193.79,2222.71,8338.75,1.02,41.82,183.34,2387.83,9.3716,0.02,333,2223,100.0,14.86,8.9551,11.0
1,66,35.007,0.8419,100.0,449.44,555.33,1368.0,1126.84,5.48,8.0,193.77,2222.74,8339.04,1.02,41.85,183.25,2387.84,9.3309,0.02,333,2223,100.0,14.83,8.9278,121.0
1,67,20.0035,0.7015,100.0,491.19,607.19,1488.78,1252.82,9.35,13.66,334.3,2323.95,8706.16,1.08,44.31,315.13,2388.02,9.2748,0.02,364,2324,100.0,24.4,14.686,86.0
1,68,10.0061,0.25,100.0,489.05,604.46,1500.01,1312.92,10.52,15.49,394.32,2318.97,8768.44,1.26,45.57,371.6,2388.19,8.6553,0.03,368,2319,100.0,28.47,17.0426,56.0
1,69,20.0025,0.7001,100.0,491.19,607.66,1479.55,1253.71,9.35,13.66,334.74,2323.93,8712.63,1.08,44.25,314.41,2388.06,9.2548,0.02,366,2324,100.0,24.49,14.6875,115.0
1,70,10.0051,0.25,100.0,489.05,605.09,1497.45,1309.61,10.52,15.49,394.2,2318.94,8774.0,1.26,45.51,371.33,2388.16,8.6361,0.03,371,2319,100.0,28.68,17.0913,17.0
1,71,25.0077,0.6201,60.0,462.54,536.25,1257.01,1048.55,7.05,9.02,175.36,1915.14,8000.86,0.94,36.74,164.54,2028.01,10.9089,0.02,307,1915,84.93,14.22,8.7064,148.0
1,72,10.0007,0.25,100.0,489.05,604.82,1500.6,1314.49,10.52,15.5,394.46,2318.99,8765.25,1.26,45.52,371.77,2388.13,8.6587,0.03,371,2319,100.0,28.57,17.0045,104.0
1,73,42.0071,0.84,100.0,445.0,550.05,1346.88,1129.33,3.91,5.72,139.02,2211.7,8305.18,1.02,42.04,130.9,2387.67,9.3602,0.02,332,2212,100.0,10.73,6.3238,78.0
1,74,34.9996,0.84,100.0,449.44,556.0,1364.61,1127.79,5.48,8.0,193.89,2222.76,8339.88,1.02,41.96,182.83,2387.8,9.3089,0.02,334,2223,100.0,14.92,8.9684,86.0
1,75,25.0076,0.62,60.0,462.54,536.44,1260.34,1054.2,7.05,9.02,175.63,1915.16,8004.69,0.94,36.64,164.69,2028.07,10.9096,0.02,308,1915,84.93,14.38,8.5317,98.0
1,76,42.0047,0.8419,100.0,445.0,549.68,1356.07,1129.79,3.91,5.71,138.01,2211.67,8313.57,1.02,42.23,130.96,2387.76,9.3894,0.02,332,2212,100.0,10.84,6.2527,36.0
1,77,20.0052,0.701,100.0,491.19,607.98,1481.71,1255.6,9.35,13.66,334.18,2323.94,8712.7,1.08,44.54,314.18,2388.09,9.2126,0.02,365,2324,100.0,24.35,14.7149,94.0
1,78,42.0059,0.8403,100.0,445.0,549.45,1356.13,1124.32,3.91,5.71,138.12,2211.66,8314.14,1.02,42.16,130.78,2387.78,9.3813,0.02,332,2212,100.0,10.78,6.2444,52.0
1,79,42.0006,0.84,100.0,445.0,549.78,1350.95,1118.27,3.91,5.71,138.6,2211.65,8305.4,1.02,42.11,130.33,2387.68,9.3566,0.02,331,2212,100.0,10.49,6.2865,91.0
1,80,34.9995,0.8419,100.0,449.44,555.41,1374.89,1123.88,5.48,8.0,193.78,2222.73,8347.1,1.02,41.93,182.74,2387.86,9.3022,0.02,334,2223,100.0,14.59,8.8761,15.0
1,81,42.0048,0.84,100.0,445.0,549.77,1347.55,1122.35,3.91,5.71,138.81,2211.64,8314.27,1.02,42.23,130.21,2387.69,9.3837,0.02,331,2212,100.0,10.39,6.344,141.0
1,82,10.0006,0.2509,100.0,489.05,604.68,1496.21,1315.22,10.52,15.5,393.97,2318.91,8762.94,1.26,45.42,371.69,2388.17,8.6433,0.03,370,2319,100.0,28.52,17.1232,74.0
1,83,24.9984,0.6215,60.0,462.54,536.87,1260.5,1045.0,7.05,9.03,175.55,1915.11,7999.06,0.94,36.9,164.32,2028.02,10.8864,0.02,308,1915,84.93,14.37,8.5475,146.0
1,84,20.0005,0.7,100.0,491.19,607.56,1483.13,1255.58,9.35,13.66,334.61,2323.98,8715.64,1.08,44.55,314.95,2387.99,9.2409,0.02,366,2324,100.0,24.48,14.5669,17.0
1,85,35.0064,0.8405,100.0,449.44,555.62,1361.74,1123.93,5.48,8.0,194.31,2222.81,8339.52,1.02,42.12,183.21,2387.87,9.3374,0.02,333,2223,100.0,14.75,8.9654,47.0
1,86,25.0017,0.6217,60.0,462.54,536.35,1257.52,1044.05,7.05,9.03,174.84,1915.19,8001.14,0.94,36.92,164.75,2028.05,10.9256,0.02,307,1915,84.93,14.24,8.6281,194.0
1,87,41.9994,0.8419,100.0,445.0,549.7,1354.75,1126.13,3.91,5.71,138.56,2211.7,8313.43,1.02,42.19,130.95,2387.76,9.373,0.02,331,2212,100.0,10.49,6.3675,21.0
1,88,10.0051,0.25,100.0,489.05,604.81,1502.34,1313.57,10.52,15.49,394.36,2318.99,8764.02,1.26,45.58,371.13,2388.17,8.6515,0.03,369,2319,100.0,28.53,17.0702,79.0
1,89,0.003,0.0,100.0,518.67,642.45,1595.38,1408.94,14.62,21.61,553.72,2388.14,9048.42,1.3,47.64,521.18,2388.11,8.4479,0.03,393,2388,100.0,38.85,23.3359,97.0
1,90,35.0052,0.84,100.0,449.44,555.49,1352.53,1133.56,5.48,8.0,194.44,2222.74,8343.05,1.02,41.83,182.8,2387.86,9.3206,0.02,336,2223,100.0,14.83,8.8882,8.0
1,91,42.0078,0.84,100.0,445.0,549.07,1353.96,1132.07,3.91,5.71,138.53,2211.69,8306.69,1.02,42.26,130.29,2387.75,9.3657,0.02,328,2212,100.0,10.33,6.3964,9.0
1,92,42.0032,0.8417,100.0,445.0,550.0,1344.36,1128.14,3.91,5.72,138.68,2211.69,8312.39,1.02,42.03,130.32,2387.8,9.3839,0.02,331,2212,100.0,10.54,6.3432,73.0
1,93,0.0011,0.0002,100.0,518.67,642.94,1587.24,1409.85,14.62,21.61,553.02,2388.18,9046.89,1.3,47.59,521.23,2388.14,8.4455,0.03,393,2388,100.0,38.79,23.3301,183.0
1,94,24.9986,0.6206,60.0,462.54,536.87,1263.13,1047.29,7.05,9.02,175.68,1915.17,7993.29,0.94,36.73,164.12,2028.05,10.9107,0.02,308,1915,84.93,14.32,8.5171,97.0
1,95,0.0021,0.002,100.0,518.67,642.27,1587.06,1408.12,14.62,21.61,553.3,2388.14,9045.18,1.3,47.6,521.92,2388.18,8.4451,0.03,393,2388,100.0,38.74,23.3383,73.0
1,96,25.0039,0.6218,60.0,462.54,536.46,1259.6,1045.54,7.05,9.02,175.71,1915.2,8000.72,0.94,36.93,164.25,2028.05,10.9204,0.02,307,1915,84.93,14.22,8.6558,49.0
1,97,0.0015,0.0,100.0,518.67,642.68,1598.75,1419.03,14.62,21.61,553.66,2388.16,9043.18,1.3,47.61,521.82,2388.17,8.444,0.03,393,2388,100.0,38.86,23.2697,31.0
1,98,10.0007,0.25,100.0,489.05,605.14,1509.35,1304.29,10.52,15.5,394.04,2319.0,8770.65,1.26,45.53,371.31,2388.21,8.6484,0.03,369,2319,100.0,28.49,17.0574,97.0
1,99,42.0055,0.84,100.0,445.0,549.32,1350.37,1124.42,3.91,5.72,138.27,2211.75,8319.29,1.02,42.02,130.53,2387.74,9.3809,0.02,331,2212,100.0,10.57,6.3302,9.0
1,100,0.0017,0.0,100.0,518.67,642.83,1582.85,1410.2,14.62,21.61,553.97,2388.11,9052.68,1.3,47.53,520.98,2388.08,8.4763,0.03,394,2388,100.0,38.78,23.2917,14.0
1,101,35.001,0.84,100.0,449.44,555.67,1365.85,1138.23,5.48,8.0,194.3,2222.76,8338.45,1.02,41.93,183.02,2387.91,9.3247,0.02,334,2223,100.0,14.84,8.9682,106.0
1,102,10.0002,0.2516,100.0,489.05,605.16,1500.19,1303.3,10.52,15.49,394.57,2318.93,8773.85,1.26,45.54,371.55,2388.17,8.6908,0.03,370,2319,100.0,28.64,17.1652,8.0
1,103,0.0027,0.0017,100.0,518.67,642.48,1585.22,1405.23,14.62,21.61,553.42,2388.11,9040.91,1.3,47.71,521.4,2388.11,8.4297,0.03,391,2388,100.0,38.91,23.2385,8.0
1,104,0.0009,0.0001,100.0,518.67,642.57,1588.29,1412.59,14.62,21.61,553.0,2388.13,9046.44,1.3,47.37,522.22,2388.15,8.4286,0.03,392,2388,100.0,38.83,23.3619,106.0
1,105,35.0043,0.8406,100.0,449.44,555.9,1361.89,1134.81,5.48,8.0,194.4,2222.79,8342.57,1.02,42.06,182.73,2387.84,9.3355,0.02,336,2223,100.0,14.81,8.8494,116.0
1,106,0.0025,0.0,100.0,518.67,642.67,1588.51,1413.7,14.62,21.61,552.9,2388.17,9048.17,1.3,47.54,521.4,2388.11,8.459,0.03,392,2388,100.0,38.85,23.2676,120.0
1,107,24.9997,0.62,60.0,462.54,536.89,1269.72,1047.12,7.05,9.02,175.62,1915.17,8002.08,0.94,36.73,164.4,2028.04,10.9236,0.02,308,1915,84.93,14.26,8.5393,61.0
1,108,25.0033,0.6204,60.0,462.54,537.3,1264.93,1046.49,7.05,9.03,175.6,1915.2,8003.05,0.94,36.72,164.09,2028.13,10.9192,0.02,309,1915,84.93,14.27,8.5453,168.0
1,109,42.0076,0.84,100.0,445.0,549.91,1354.71,1126.44,3.91,5.71,138.84,2211.73,8312.21,1.02,42.18,130.66,2387.81,9.3696,0.02,330,2212,100.0,10.5,6.2574,35.0
1,110,20.0019,0.7018,100.0,491.19,607.79,1489.61,1254.26,9.35,13.66,333.99,2323.96,8719.56,1.08,44.41,314.87,2388.07,9.2345,0.02,366,2324,100.0,24.46,14.7795,80.0
1,111,41.9983,0.8405,100.0,445.0,549.86,1350.56,1125.36,3.91,5.72,139.22,2211.68,8316.59,1.02,42.2,130.41,2387.74,9.3817,0.02,330,2212,100.0,10.57,6.3195,9.0
1,112,42.0053,0.84,100.0,445.0,549.63,1352.66,1123.42,3.91,5.71,138.68,2211.63,8313.56,1.02,42.26,129.87,2387.74,9.3909,0.02,330,2212,100.0,10.57,6.3409,50.0
1,113,20.0024,0.7,100.0,491.19,608.17,1486.9,1256.33,9.35,13.66,334.72,2324.01,8716.74,1.08,44.57,315.1,2388.07,9.2477,0.02,365,2324,100.0,24.48,14.7431,151.0
1,114,35.0076,0.84,100.0,449.44,556.14,1363.64,1128.58,5.48,8.0,194.26,2222.82,8343.97,1.02,41.94,182.85,2387.89,9.3279,0.02,336,2223,100.0,15.06,8.9064,78.0
1,115,42.0022,0.84,100.0,445.0,549.7,1350.61,1129.84,3.91,5.71,138.54,2211.73,8313.85,1.02,42.05,130.01,2387.73,9.3835,0.02,331,2212,100.0,10.62,6.4321,91.0
1,116,25.0034,0.6215,60.0,462.54,536.71,1258.44,1049.78,7.05,9.03,175.32,1915.22,8003.87,0.94,36.76,164.82,2028.11,10.8942,0.02,307,1915,84.93,14.4,8.4705,7.0
1,117,20.006,0.7007,100.0,491.19,607.03,1490.08,1252.25,9.35,13.66,334.83,2324.0,8730.67,1.08,44.48,314.76,2388.08,9.2545,0.02,364,2324,100.0,24.26,14.6416,181.0
1,118,35.0063,0.8418,100.0,449.44,555.65,1368.04,1130.5,5.48,8.0,194.17,2222.82,8342.44,1.02,41.97,182.97,2387.94,9.3326,0.02,334,2223,100.0,14.67,8.9439,150.0
1,119,35.0033,0.8416,100.0,449.44,555.77,1369.93,1133.47,5.48,8.0,194.09,2222.82,8344.23,1.02,41.9,183.36,2387.9,9.3151,0.02,333,2223,100.0,14.93,8.8211,106.0
1,120,35.0031,0.8406,100.0,449.44,555.68,1371.91,1125.7,5.48,8.0,194.59,2222.8,8337.03,1.02,41.92,183.31,2387.9,9.3388,0.02,333,2223,100.0,14.72,8.9095,15.0
1,121,35.0043,0.8414,100.0,449.44,556.3,1364.21,1129.81,5.48,8.0,194.01,2222.77,8337.43,1.02,41.89,183.45,2387.91,9.3587,0.02,335,2223,100.0,14.85,8.8795,67.0
1,122,35.0014,0.84,100.0,449.44,555.67,1367.25,1129.68,5.48,8.0,194.05,2222.84,8337.76,1.02,42.13,183.26,2387.98,9.3867,0.02,336,2223,100.0,14.73,8.818,145.0
1,123,10.0028,0.2508,100.0,489.05,605.4,1497.56,1313.81,10.52,15.5,394.76,2318.95,8770.28,1.26,45.49,371.66,2388.19,8.7034,0.03,370,2319,100.0,28.6,17.126,180.0
1,124,25.0016,0.62,60.0,462.54,536.68,1253.33,1053.57,7.05,9.03,175.08,1915.23,8004.72,0.94,37.09,164.78,2028.11,10.8926,0.02,307,1915,84.93,14.45,8.4992,7.0
1,125,19.9981,0.7004,100.0,491.19,607.25,1484.06,1253.06,9.35,13.66,334.19,2324.01,8728.46,1.08,44.45,314.92,2388.1,9.2249,0.02,365,2324,100.0,24.67,14.7861,179.0
1,126,25.0044,0.62,60.0,462.54,537.19,1266.61,1052.87,7.05,9.03,175.47,1915.21,8007.56,0.94,36.91,164.46,2028.1,10.9399,0.02,306,1915,84.93,14.3,8.5612,124.0
1,127,35.0068,0.8418,100.0,449.44,556.09,1360.66,1131.7,5.48,8.0,194.16,2222.82,8342.34,1.02,41.86,182.98,2387.9,9.3612,0.02,336,2223,100.0,14.76,8.941,82.0
1,128,35.0049,0.8401,100.0,449.44,555.88,1364.89,1130.87,5.48,8.0,194.71,2222.82,8349.74,1.02,41.89,182.54,2387.89,9.3137,0.02,332,2223,100.0,14.75,8.8642,108.0
1,129,10.0016,0.2511,100.0,489.05,604.89,1502.67,1323.18,10.52,15.49,394.04,2318.9,8774.05,1.26,45.71,371.04,2388.16,8.6323,0.03,369,2319,100.0,28.55,17.1589,79.0
1,130,20.0039,0.7,100.0,491.19,607.94,1480.6,1251.85,9.35,13.66,334.66,2324.01,8713.31,1.08,44.27,314.89,2388.13,9.2246,0.02,367,2324,100.0,24.65,14.6886,121.0
1,131,42.0022,0.8416,100.0,445.0,550.16,1354.83,1119.51,3.91,5.72,138.83,2211.74,8316.4,1.02,42.1,130.39,2387.8,9.4217,0.02,330,2212,100.0,10.68,6.3767,120.0
1,132,0.0006,0.0,100.0,518.67,643.11,1596.47,1411.62,14.62,21.61,553.88,2388.13,9049.29,1.3,47.44,521.65,2388.08,8.4604,0.03,394,2388,100.0,38.77,23.2747,39.0
1,133,10.0061,0.25,100.0,489.05,605.29,1500.22,1315.76,10.52,15.49,393.78,2319.0,8777.91,1.26,45.68,371.35,2388.13,8.6777,0.03,369,2319,100.0,28.61,17.0952,38.0
1,134,20.007,0.7009,100.0,491.19,607.32,1484.4,1259.12,9.35,13.66,333.86,2324.0,8713.9,1.08,44.37,315.51,2388.11,9.2376,0.02,366,2324,100.0,24.47,14.7377,9.0
1,135,0.0015,0.0003,100.0,518.67,642.31,1588.4,1407.56,14.62,21.61,552.72,2388.12,9044.82,1.3,47.47,521.86,2388.14,8.4192,0.03,392,2388,100.0,38.68,23.285,167.0
1,136,20.007,0.7017,100.0,491.19,607.41,1484.67,1246.94,9.35,13.66,334.45,2323.94,8720.6,1.07,44.64,314.45,2388.1,9.231,0.02,365,2324,100.0,24.42,14.6456,87.0
1,137,20.0017,0.7015,100.0,491.19,607.91,1490.77,1255.59,9.35,13.66,334.04,2323.98,8719.52,1.08,44.37,314.75,2388.06,9.2589,0.03,367,2324,100.0,24.48,14.6531,88.0
1,138,35.0011,0.8412,100.0,449.44,555.81,1364.17,1142.14,5.48,8.0,194.43,2222.78,8349.74,1.02,41.91,183.0,2387.97,9.3577,0.02,334,2223,100.0,14.79,8.7515,7.0
1,139,35.0069,0.84,100.0,449.44,555.14,1367.25,1134.13,5.48,8.0,193.74,2222.81,8350.09,1.02,42.01,182.37,2387.98,9.3431,0.02,335,2223,100.0,14.77,8.8503,51.0
1,140,42.0027,0.8409,100.0,445.0,549.58,1354.26,1130.53,3.91,5.71,138.03,2211.79,8314.84,1.02,42.04,130.54,2387.77,9.393,0.02,332,2212,100.0,10.55,6.3421,55.0
1,141,0.0007,0.0,100.0,518.67,642.87,1586.09,1405.93,14.62,21.61,554.21,2388.17,9049.09,1.3,47.76,521.22,2388.07,8.4477,0.03,392,2388,100.0,38.9,23.4068,155.0
1,142,35.0046,0.84,100.0,449.44,555.88,1365.9,1137.55,5.48,8.0,194.17,2222.89,8351.19,1.02,41.94,183.02,2387.98,9.3358,0.02,335,2223,100.0,14.71,8.8456,47.0
1,143,0.0006,0.0,100.0,518.67,643.49,1588.33,1412.72,14.62,21.61,553.17,2388.1,9045.5,1.3,47.61,521.16,2388.12,8.467,0.03,393,2388,100.0,38.89,23.3085,81.0
1,144,10.0041,0.2505,100.0,489.05,604.55,1506.17,1305.81,10.52,15.49,394.21,2319.02,8767.27,1.26,45.62,371.8,2388.17,8.6958,0.03,369,2319,100.0,28.55,16.9522,43.0
1,145,35.0049,0.8407,100.0,449.44,556.16,1367.1,1133.69,5.48,8.0,194.21,2222.91,8347.34,1.02,41.93,183.15,2387.93,9.3719,0.02,334,2223,100.0,14.71,8.9388,98.0
1,146,25.0023,0.62,60.0,462.54,536.75,1265.09,1052.23,7.05,9.03,175.04,1915.23,8001.75,0.94,36.78,164.93,2028.13,10.918,0.02,308,1915,84.93,14.24,8.5591,10.0
1,147,25.0058,0.62,60.0,462.54,536.87,1269.83,1051.36,7.05,9.03,174.83,1915.27,8007.91,0.94,36.77,165.05,2028.13,10.9284,0.02,308,1915,84.93,14.18,8.6,92.0
1,148,25.0042,0.62,60.0,462.54,537.21,1260.97,1062.23,7.05,9.03,174.81,1915.25,8008.38,0.94,36.73,164.41,2028.09,10.9028,0.02,308,1915,84.93,14.16,8.5168,11.0
1,149,25.0008,0.62,60.0,462.54,537.24,1269.31,1054.14,7.05,9.03,175.07,1915.26,8008.11,0.94,36.94,164.38,2028.15,10.8958,0.02,308,1915,84.93,14.2,8.5326,165.0
1,150,9.9988,0.25,100.0,489.05,605.75,1496.86,1315.37,10.52,15.5,393.18,2319.01,8784.71,1.26,45.5,371.42,2388.2,8.6809,0.03,371,2319,100.0,28.47,17.0826,34.0
1,151,20.0001,0.7,100.0,491.19,607.73,1479.06,1255.42,9.35,13.66,334.77,2324.02,8722.94,1.08,44.5,315.1,2388.1,9.237,0.02,366,2324,100.0,24.51,14.6107,115.0
1,152,0.0013,0.0,100.0,518.67,642.74,1591.58,1413.33,14.62,21.61,553.75,2388.13,9054.82,1.3,47.58,521.41,2388.13,8.467,0.03,392,2388,100.0,38.65,23.2423,59.0
1,153,10.0076,0.25,100.0,489.05,604.51,1502.83,1309.23,10.52,15.5,394.34,2318.99,8778.83,1.26,45.55,371.32,2388.19,8.6073,0.03,370,2319,100.0,28.46,17.0581,99.0
1,154,42.0016,0.84,100.0,445.0,549.66,1356.2,1132.13,3.91,5.72,138.69,2211.83,8316.47,1.02,42.26,129.88,2387.82,9.4425,0.02,332,2212,100.0,10.7,6.3459,103.0
