engine,cycle,setting_1,setting_2,(LPC outlet temperature) (◦R),(HPC outlet temperature) (◦R),(LPT outlet temperature) (◦R),(HPC outlet pressure) (psia),(Physical fan speed) (rpm),(Physical core speed) (rpm),(HPC outlet Static pressure) (psia),(Ratio of fuel flow to Ps30) (pps/psia),(Corrected fan speed) (rpm),(Bypass Ratio) ,(Bleed Enthalpy),(High-pressure turbines Cool air flow),(Low-pressure turbines Cool air flow)
2,45,20.0029,0.7006,607.58,1482.57,1248.2,334.43,2324.01,8733.44,44.35,315.49,2388.14,9.2257,364,24.51,14.6776
2,46,0.0023,0.0,642.67,1588.71,1406.63,554.41,2388.05,9057.55,47.38,522.03,2388.05,8.4212,393,38.95,23.3586
2,47,35.0045,0.84,555.73,1367.33,1135.83,194.26,2223.08,8360.88,41.82,183.59,2388.2,9.35,333,14.9,9.0047
2,48,25.0029,0.6208,536.7,1257.58,1045.96,175.73,1915.47,8014.54,36.68,164.34,2028.37,10.9116,308,14.32,8.5201
2,49,0.0029,0.0005,642.47,1584.53,1402.1,553.55,2388.06,9064.93,47.38,522.31,2388.05,8.4112,391,38.86,23.382
2,50,0.0,0.0019,642.48,1584.53,1399.74,554.59,2388.07,9064.93,47.46,521.9,2388.07,8.4519,390,38.84,23.4306
2,51,0.0003,0.0002,642.81,1587.59,1411.27,553.88,2388.06,9058.99,47.47,521.83,2388.05,8.419,393,38.78,23.3847
2,52,25.0035,0.6203,536.81,1262.6,1050.61,175.92,1915.43,8005.94,36.66,164.91,2028.35,10.8789,306,14.34,8.4604
2,53,9.9994,0.2519,604.59,1501.01,1309.51,394.92,2318.94,8788.43,45.36,372.02,2388.08,8.6691,370,28.53,17.1442
2,54,25.004,0.6206,537.08,1265.08,1050.62,175.2,1915.55,8013.06,36.7,164.42,2028.4,10.8931,308,14.45,8.5791
2,55,20.0007,0.7,607.7,1480.18,1248.5,334.73,2324.06,8738.24,44.07,315.15,2388.13,9.1934,365,24.56,14.6503
2,56,10.0038,0.2501,604.66,1501.86,1304.31,394.82,2318.9,8791.62,45.62,371.91,2388.12,8.6256,366,28.61,17.166
2,57,20.0065,0.7018,607.46,1484.37,1252.06,335.06,2323.97,8731.6,44.25,315.03,2388.14,9.212,365,24.4,14.7167
2,58,42.0046,0.8401,550.39,1351.33,1120.9,139.04,2212.02,8329.85,42.02,130.29,2388.17,9.3584,331,10.69,6.3918
2,59,0.0008,0.0009,642.47,1587.38,1409.88,553.27,2388.09,9067.12,47.27,521.27,2388.14,8.4161,392,38.75,23.4117
2,60,20.0072,0.7016,607.89,1480.05,1257.12,334.39,2324.01,8726.14,44.38,314.9,2388.15,9.2215,365,24.48,14.7642
2,61,41.9985,0.8407,549.58,1351.64,1133.12,139.05,2212.03,8325.92,42.14,130.07,2388.14,9.325,330,10.59,6.3635
2,62,42.0041,0.84,549.19,1354.98,1131.92,138.81,2212.07,8329.9,42.01,130.51,2388.19,9.358,330,10.74,6.3006
2,63,35.005,0.8411,555.48,1370.56,1128.59,195.39,2223.06,8359.65,41.84,182.41,2388.18,9.3151,334,14.84,8.9547
2,64,25.0014,0.62,536.28,1265.29,1045.03,175.05,1915.48,8014.85,36.76,163.94,2028.34,10.897,306,14.41,8.5902
2,65,24.9984,0.62,536.85,1267.64,1047.94,175.82,1915.41,8020.24,36.51,164.19,2028.39,10.9374,306,14.19,8.5448
2,66,42.0076,0.84,549.4,1356.45,1124.35,138.98,2212.01,8331.25,42.11,130.64,2388.12,9.3345,331,10.72,6.4082
2,67,25.0034,0.6219,536.3,1264.5,1044.17,175.51,1915.5,8017.53,36.61,164.6,2028.4,10.9044,306,14.27,8.586
2,68,20.007,0.7,607.43,1488.33,1257.82,334.52,2324.0,8738.58,44.21,315.12,2388.15,9.2456,363,24.5,14.6447
2,69,24.9993,0.62,537.19,1262.41,1046.0,175.8,1915.44,8018.86,36.84,164.77,2028.32,10.9357,307,14.32,8.5893
2,70,25.0032,0.62,536.7,1256.86,1049.27,175.61,1915.45,8012.9,36.8,164.73,2028.34,10.9207,307,14.44,8.5972
2,71,41.9993,0.8417,549.44,1354.17,1122.39,138.99,2212.06,8334.64,41.81,131.31,2388.14,9.3448,332,10.77,6.4066
2,72,19.9988,0.7,607.46,1484.74,1248.64,334.74,2324.05,8723.36,44.3,314.67,2388.13,9.2166,365,24.49,14.6977
2,73,0.0018,0.0007,642.24,1594.28,1403.14,554.48,2388.1,9069.24,47.46,521.9,2388.08,8.4353,392,38.82,23.4012
2,74,20.0053,0.7,607.31,1488.8,1250.84,334.6,2324.05,8733.09,44.17,314.71,2388.15,9.2363,364,24.47,14.6929
2,75,35.0013,0.84,555.15,1362.71,1130.65,193.9,2223.04,8359.71,41.95,183.75,2388.17,9.3663,333,14.87,8.7785
2,76,20.0002,0.7,607.12,1483.17,1248.87,334.83,2323.98,8728.21,44.41,315.24,2388.08,9.2023,365,24.45,14.7145
2,77,10.0047,0.2516,604.25,1505.64,1308.32,394.64,2318.89,8789.94,45.23,371.44,2388.08,8.6734,369,28.73,17.0905
2,78,20.0034,0.702,607.32,1491.19,1253.45,334.76,2324.06,8735.14,44.34,315.42,2388.16,9.2138,364,24.46,14.6636
2,79,0.0021,0.0017,642.6,1592.0,1403.47,553.67,2387.99,9072.89,47.42,521.95,2388.07,8.4228,393,38.92,23.2665
2,80,0.0003,0.0002,642.98,1586.92,1409.57,553.68,2388.05,9074.03,47.37,521.49,2388.07,8.4291,393,38.99,23.3614
2,81,42.0051,0.84,549.92,1355.37,1126.74,139.01,2212.05,8334.48,42.03,130.51,2388.18,9.3328,332,10.67,6.4998
2,82,10.0046,0.2508,605.04,1498.41,1311.46,394.68,2318.93,8786.21,45.52,371.29,2388.1,8.6366,369,28.5,17.1249
2,83,35.0035,0.842,555.78,1362.95,1127.15,194.21,2223.14,8358.63,42.01,182.91,2388.16,9.3204,335,14.88,8.9239
2,84,25.0067,0.62,536.64,1255.69,1050.91,175.55,1915.46,8022.46,36.83,164.31,2028.3,10.9288,305,14.28,8.6145
2,85,20.0022,0.7,607.54,1484.34,1253.49,334.71,2324.03,8733.25,44.3,315.42,2388.17,9.2154,365,24.5,14.721
2,86,0.0004,0.0,642.24,1591.82,1406.03,553.18,2388.12,9062.31,47.36,521.89,2388.06,8.4361,392,38.91,23.3869
2,87,42.0024,0.84,549.31,1354.22,1123.87,139.04,2212.01,8335.97,42.14,131.12,2388.12,9.3625,332,10.61,6.3421
2,88,24.9994,0.62,537.05,1265.9,1054.83,176.96,1915.47,8014.51,36.75,164.65,2028.38,10.8993,307,14.17,8.5963
2,89,24.9997,0.62,536.21,1263.14,1054.32,175.59,1915.54,8022.94,36.75,164.53,2028.42,10.873,308,14.32,8.4857
2,90,42.0041,0.8402,549.84,1352.45,1123.05,138.94,2212.08,8336.51,42.0,130.5,2388.16,9.3298,332,10.69,6.3996
2,91,25.0017,0.62,536.46,1262.32,1054.64,174.75,1915.53,8014.07,36.66,164.8,2028.45,10.9147,307,14.14,8.4671
2,92,42.0006,0.84,549.39,1358.44,1131.01,138.88,2212.05,8334.57,42.02,130.5,2388.18,9.3758,331,10.57,6.3396
2,93,10.0018,0.25,604.74,1496.94,1315.39,394.52,2318.97,8787.12,45.37,371.58,2388.15,8.6564,369,28.47,17.0003
2,94,42.0001,0.8405,549.68,1349.65,1123.95,138.61,2212.06,8324.13,42.05,130.37,2388.12,9.3712,331,10.5,6.2922
2,95,10.0019,0.2512,604.72,1504.25,1307.41,394.61,2318.93,8786.98,45.41,371.05,2388.14,8.6566,370,28.67,17.1521
2,96,25.0051,0.62,536.56,1266.69,1049.63,175.06,1915.45,8021.66,36.75,164.79,2028.4,10.9254,307,14.32,8.4915
2,97,25.0021,0.62,536.8,1263.72,1045.04,174.94,1915.46,8013.46,36.75,164.9,2028.39,10.9236,307,14.37,8.593
2,98,0.0021,0.0,642.33,1590.35,1410.98,553.2,2388.06,9067.11,47.41,521.62,2388.07,8.4294,392,38.99,23.3449
2,99,20.0066,0.7,607.34,1483.53,1251.91,334.93,2324.0,8732.86,44.33,315.22,2388.16,9.2121,365,24.59,14.7073
2,100,35.0019,0.84,555.95,1361.18,1128.03,194.89,2223.1,8359.47,41.9,182.83,2388.25,9.3283,336,14.87,8.9435
2,101,9.9989,0.2508,604.41,1499.35,1306.82,394.73,2318.92,8787.19,45.33,371.83,2388.13,8.6827,370,28.42,17.132
2,102,0.0013,0.001,642.42,1594.1,1400.69,553.6,2388.09,9071.05,47.67,521.67,2388.05,8.4025,392,38.84,23.3365
2,103,42.0054,0.84,550.01,1354.64,1128.8,138.61,2212.07,8326.87,41.91,130.66,2388.15,9.3632,332,10.78,6.3501
2,104,0.0001,0.0,642.18,1594.8,1409.61,554.5,2388.03,9071.98,47.4,522.22,2388.08,8.4376,392,38.9,23.4028
2,105,34.9997,0.841,555.77,1360.13,1136.41,194.98,2223.14,8357.17,41.86,182.76,2388.22,9.3094,336,14.95,8.7949
2,106,19.999,0.7019,607.12,1491.8,1251.87,335.18,2324.03,8727.25,44.25,314.98,2388.17,9.2513,364,24.32,14.7463
2,107,0.0019,0.0018,642.97,1590.45,1401.75,553.89,2388.08,9067.0,47.44,521.43,2388.06,8.4512,393,38.9,23.3643
2,108,9.9996,0.25,604.63,1494.94,1309.52,395.23,2318.92,8791.08,45.42,371.43,2388.15,8.6264,369,28.56,17.0807
2,109,35.0041,0.8412,555.96,1366.05,1128.15,194.63,2223.01,8356.03,41.81,183.41,2388.16,9.33,335,14.87,8.9615
2,110,25.0035,0.6204,536.55,1269.66,1047.89,175.42,1915.43,8017.36,36.84,164.5,2028.29,10.9046,306,14.37,8.5446
2,111,42.0017,0.8419,549.91,1354.89,1124.28,138.6,2212.09,8333.55,42.07,130.9,2388.16,9.3481,331,10.6,6.383
2,112,10.0076,0.25,604.96,1504.62,1309.77,394.01,2318.9,8789.0,45.6,371.53,2388.16,8.6596,369,28.47,17.176
2,113,10.0041,0.25,604.84,1507.21,1306.2,394.25,2318.91,8786.75,45.38,370.92,2388.15,8.6588,371,28.49,17.1942
2,114,25.0049,0.62,536.89,1253.86,1054.27,175.59,1915.44,8020.7,36.76,164.87,2028.36,10.9213,305,14.33,8.4976
2,115,41.9995,0.84,550.21,1350.64,1122.71,139.05,2212.11,8330.73,42.13,130.75,2388.2,9.3771,330,10.5,6.4345
2,116,35.004,0.84,555.47,1364.06,1132.79,195.23,2223.07,8360.96,41.95,183.07,2388.24,9.3049,336,14.87,9.0061
2,117,42.0043,0.84,549.55,1349.94,1126.34,138.5,2211.98,8330.5,42.11,130.59,2388.09,9.3835,331,10.81,6.3771
2,118,24.9982,0.6219,536.88,1261.06,1056.0,175.81,1915.42,8020.82,36.78,165.01,2028.33,10.9004,308,14.39,8.5364
2,119,24.9998,0.62,536.83,1267.79,1054.26,175.69,1915.42,8016.86,36.92,164.21,2028.31,10.9252,308,14.16,8.5542
2,120,25.0049,0.62,537.01,1267.73,1055.43,175.39,1915.49,8018.21,36.94,164.38,2028.36,10.8791,308,14.32,8.6073
2,121,25.0075,0.62,536.47,1262.47,1049.35,175.22,1915.47,8014.35,36.86,164.49,2028.37,10.8595,308,14.34,8.6515
2,122,10.0025,0.25,604.93,1504.94,1315.26,393.93,2318.93,8786.83,45.7,371.51,2388.15,8.6413,369,28.49,17.1947
2,123,42.002,0.8407,549.54,1355.73,1128.01,138.39,2212.12,8333.34,41.96,130.64,2388.15,9.3726,330,10.51,6.4257
2,124,10.0023,0.25,604.42,1494.52,1315.18,393.85,2319.01,8789.72,45.36,371.27,2388.14,8.6475,370,28.51,17.2233
2,125,19.9999,0.7007,607.4,1483.66,1249.17,334.61,2324.02,8734.23,44.33,314.35,2388.19,9.2201,365,24.44,14.6708
2,126,25.0033,0.62,536.91,1259.05,1053.96,176.12,1915.54,8023.34,36.84,164.49,2028.45,10.8978,308,14.17,8.4942
2,127,20.0009,0.7013,607.25,1480.13,1250.59,335.1,2324.04,8734.83,44.42,315.36,2388.2,9.255,363,24.5,14.6891
2,128,19.9984,0.7,607.82,1490.56,1249.77,335.17,2324.04,8730.21,44.38,314.83,2388.14,9.2089,365,24.3,14.6193
2,129,42.0075,0.84,550.1,1362.14,1139.66,138.5,2212.11,8330.35,42.11,130.51,2388.18,9.4018,332,10.66,6.3347
2,130,42.0043,0.84,549.79,1357.77,1124.62,138.54,2212.05,8342.9,42.12,129.8,2388.12,9.3742,330,10.42,6.235
2,131,24.9991,0.62,536.79,1272.68,1052.99,174.9,1915.51,8025.93,36.82,164.36,2028.35,10.9279,306,14.37,8.514
2,132,20.0049,0.7018,607.11,1487.01,1250.04,334.87,2324.07,8733.63,44.37,315.27,2388.19,9.23,365,24.49,14.6233
2,133,35.0014,0.84,555.78,1368.48,1131.22,194.59,2223.12,8362.37,41.89,183.01,2388.24,9.3388,334,14.89,8.8704
2,134,42.0039,0.84,549.56,1360.87,1133.74,138.15,2212.08,8338.98,42.09,130.15,2388.2,9.361,331,10.55,6.3153
2,135,20.0007,0.7,607.66,1479.61,1244.8,334.76,2324.1,8737.32,44.44,315.58,2388.18,9.2541,364,24.47,14.7065
2,136,41.9999,0.8403,549.69,1354.75,1129.02,138.57,2212.02,8336.37,42.05,130.22,2388.07,9.3524,332,10.58,6.5044
2,137,35.0007,0.841,555.41,1366.19,1132.71,194.12,2223.09,8359.11,41.97,182.69,2388.21,9.3278,334,14.78,8.9183
2,138,34.9982,0.8407,556.14,1370.54,1132.24,194.21,2223.05,8357.81,41.87,183.48,2388.17,9.3242,334,14.88,8.8869
2,139,0.0009,0.0003,642.69,1587.19,1408.64,553.29,2388.08,9069.38,47.43,521.73,2388.05,8.4253,392,38.9,23.166
2,140,19.9989,0.7,607.19,1489.1,1248.12,334.39,2324.02,8727.71,44.62,315.25,2388.16,9.2534,365,24.61,14.7251
2,141,42.0059,0.84,549.73,1354.74,1126.26,139.06,2212.08,8334.85,42.15,130.43,2388.14,9.3997,331,10.37,6.3645
2,142,35.006,0.8403,555.1,1366.02,1129.0,194.14,2223.12,8362.8,42.19,183.27,2388.23,9.3111,334,14.69,8.9454
2,143,20.0076,0.7018,607.59,1488.39,1257.01,334.48,2324.04,8733.72,44.25,315.13,2388.14,9.2413,365,24.34,14.6158
2,144,0.0023,0.0019,642.85,1586.72,1416.83,553.32,2388.06,9077.51,47.7,521.16,2388.08,8.4928,393,38.73,23.3316
2,145,35.0006,0.8411,555.94,1367.98,1127.45,195.3,2223.11,8360.65,42.01,182.69,2388.23,9.3511,334,14.8,9.021
2,146,35.0027,0.8408,555.81,1371.41,1133.22,194.38,2223.17,8359.18,41.9,183.03,2388.26,9.3246,336,14.75,8.8966
2,147,42.0066,0.8409,549.84,1354.79,1136.0,138.61,2211.99,8327.57,42.21,130.13,2388.04,9.3832,331,10.48,6.3186
2,148,25.0022,0.62,536.9,1259.58,1052.82,175.27,1915.47,8023.64,36.83,165.07,2028.38,10.9038,307,14.41,8.5818
2,149,25.0026,0.6214,537.23,1265.72,1048.88,175.98,1915.49,8024.61,36.78,164.34,2028.41,10.8994,307,14.26,8.6563
2,150,35.0074,0.8416,556.34,1364.57,1129.43,194.05,2223.13,8366.85,41.92,182.55,2388.26,9.2953,335,14.73,8.9499
2,151,19.9989,0.7007,607.07,1481.72,1253.67,334.09,2324.03,8740.76,44.41,315.2,2388.16,9.2439,365,24.51,14.768
2,152,20.0035,0.7,607.4,1478.43,1250.11,334.73,2324.07,8738.68,44.4,314.67,2388.21,9.2545,364,24.35,14.7073
2,153,42.006,0.8404,549.4,1358.4,1135.55,138.46,2212.05,8340.0,42.12,130.18,2388.18,9.3716,330,10.67,6.3165
2,154,35.0002,0.8419,556.2,1365.55,1138.5,193.94,2223.13,8360.99,41.92,182.82,2388.19,9.2998,335,14.75,8.7583
2,155,25.0062,0.6217,536.37,1259.54,1056.03,175.32,1915.53,8022.27,36.75,164.94,2028.42,10.882,308,14.36,8.6687
2,156,42.0036,0.8409,549.16,1359.84,1125.06,138.31,2212.07,8333.11,42.26,130.67,2388.18,9.3764,332,10.4,6.3102
2,157,42.0024,0.8415,550.16,1357.85,1133.74,138.7,2212.12,8346.57,42.23,130.59,2388.23,9.358,330,10.72,6.3336
2,158,20.0079,0.7,607.66,1485.92,1251.31,334.61,2324.04,8737.36,44.43,314.57,2388.23,9.2625,364,24.11,14.6706
2,159,9.9992,0.25,605.4,1502.1,1307.28,395.06,2318.98,8790.79,45.6,371.42,2388.16,8.6715,370,28.34,17.1111
2,160,42.0058,0.8401,549.96,1358.08,1132.38,138.24,2212.1,8334.01,42.2,130.67,2388.21,9.3702,331,10.43,6.2858
2,161,0.0024,0.0,642.64,1589.65,1412.26,553.32,2388.09,9077.16,47.72,521.3,2388.04,8.429,395,38.86,23.2891
2,162,19.9998,0.7,607.73,1484.28,1255.25,334.93,2324.08,8735.97,44.54,314.78,2388.18,9.2464,365,24.53,14.6512
2,163,10.0036,0.2507,604.61,1502.19,1307.71,394.41,2318.97,8787.97,45.4,371.43,2388.16,8.6779,371,28.46,17.1513
2,164,20.0051,0.7005,607.47,1484.88,1256.95,334.22,2324.05,8736.06,44.5,315.39,2388.22,9.2261,365,24.62,14.7125
2,165,0.0016,0.0006,642.58,1591.06,1413.77,553.28,2388.09,9077.24,47.56,521.22,2388.1,8.4466,392,38.65,23.2477
2,166,25.0042,0.62,537.17,1268.57,1049.1,175.54,1915.51,8024.51,36.83,164.8,2028.37,10.9447,308,14.03,8.5636
2,167,0.0006,0.0007,642.99,1592.2,1407.81,553.15,2388.13,9069.49,47.58,521.07,2388.14,8.4884,393,38.88,23.2729
2,168,42.0039,0.842,550.28,1352.44,1130.04,138.65,2212.05,8330.96,42.33,130.28,2388.17,9.3994,332,10.63,6.263
2,169,35.0005,0.8409,555.94,1366.11,1131.75,193.94,2223.13,8356.85,42.1,183.29,2388.27,9.3475,334,14.81,8.9078
2,170,42.0004,0.8408,549.37,1358.28,1140.09,138.27,2212.06,8334.38,42.24,131.25,2388.16,9.3626,332,10.69,6.3413
2,171,19.9981,0.7,607.2,1490.45,1259.97,334.15,2324.08,8734.33,44.49,314.74,2388.21,9.2596,366,24.24,14.6276
2,172,25.0063,0.62,537.05,1265.74,1046.13,175.22,1915.53,8022.02,36.83,165.1,2028.44,10.8899,308,14.43,8.5345
2,173,20.001,0.7004,607.1,1484.43,1256.62,334.47,2324.09,8731.31,44.58,314.51,2388.21,9.2182,365,24.43,14.6625
2,174,42.0001,0.84,550.08,1353.04,1127.31,139.19,2212.11,8328.5,42.17,129.83,2388.24,9.3675,329,10.74,6.3727
2,175,41.9988,0.8405,549.68,1349.67,1125.87,138.67,2212.05,8344.56,42.39,130.73,2388.19,9.3804,330,10.72,6.3631
2,176,42.0037,0.8411,550.16,1347.04,1133.45,138.65,2212.08,8325.39,42.18,130.5,2388.2,9.4028,331,10.63,6.3624
2,177,25.0046,0.62,536.97,1267.17,1059.84,176.16,1915.53,8022.71,36.94,164.67,2028.37,10.9275,309,14.36,8.4832
2,178,10.0053,0.2519,605.37,1505.52,1311.59,394.76,2318.99,8791.48,45.61,370.8,2388.17,8.677,370,28.54,17.0188
2,179,35.0049,0.8418,556.15,1371.61,1136.27,194.51,2223.2,8359.82,42.31,182.26,2388.25,9.3396,335,14.73,8.9046
2,180,42.0051,0.84,549.37,1358.51,1134.75,138.49,2212.14,8336.62,42.26,130.48,2388.24,9.3745,332,10.55,6.3264
2,181,0.002,0.0,642.65,1588.54,1421.71,552.48,2388.05,9074.85,47.63,521.73,2388.16,8.4397,395,38.89,23.2745
2,182,35.0025,0.84,556.15,1367.24,1134.15,194.22,2223.22,8367.3,42.07,183.58,2388.33,9.3265,334,14.77,8.9519
2,183,10.0054,0.25,604.62,1508.13,1318.78,394.08,2318.94,8795.37,45.85,371.54,2388.2,8.6838,370,28.62,17.1063
2,184,35.004,0.84,556.03,1363.07,1123.45,194.89,2223.19,8367.8,42.19,182.9,2388.37,9.3345,335,14.77,8.8789
2,185,0.0006,0.0002,642.91,1590.55,1406.65,553.67,2388.07,9085.15,47.64,521.03,2388.11,8.471,394,38.87,23.2929
2,186,35.0043,0.84,556.48,1375.38,1131.75,194.02,2223.18,8365.68,42.1,183.34,2388.27,9.4055,335,14.65,8.7224
2,187,20.0037,0.7004,608.06,1490.84,1262.63,333.97,2324.08,8739.92,44.56,314.92,2388.22,9.2979,366,24.4,14.7633
2,188,20.008,0.7,607.78,1488.73,1254.09,334.66,2324.11,8739.24,44.4,314.67,2388.25,9.2597,366,24.23,14.746
2,189,25.008,0.62,536.42,1262.08,1052.3,174.82,1915.49,8026.41,36.78,164.49,2028.47,10.9247,307,14.23,8.6529
2,190,10.0054,0.2501,604.9,1503.57,1317.93,393.37,2319.02,8792.44,45.47,371.38,2388.2,8.6218,370,28.44,17.0509
2,191,42.0016,0.8416,549.91,1355.22,1131.44,138.64,2212.13,8327.0,42.28,130.71,2388.2,9.3837,331,10.65,6.3278
2,192,42.0068,0.8408,549.54,1358.92,1130.96,138.59,2212.13,8345.07,42.36,130.57,2388.22,9.367,333,10.44,6.1978
2,193,41.9984,0.84,550.05,1361.84,1136.54,139.6,2212.1,8337.04,42.27,130.44,2388.21,9.4005,331,10.5,6.3403
2,194,10.0057,0.25,605.31,1503.11,1308.28,393.7,2319.02,8794.65,45.78,370.99,2388.21,8.6554,370,28.35,16.9826
2,195,0.0029,0.0012,643.39,1596.99,1421.3,553.36,2388.17,9076.03,47.66,520.88,2388.15,8.4536,393,38.73,23.2699
2,196,41.9994,0.84,549.39,1358.3,1123.29,138.35,2212.12,8341.15,42.22,130.77,2388.23,9.3714,331,10.66,6.355
2,197,35.0024,0.8408,556.33,1364.07,1128.92,193.72,2223.2,8369.48,41.97,183.45,2388.36,9.3633,334,14.81,8.8645
2,198,9.9986,0.2505,605.24,1509.36,1320.0,393.75,2319.03,8796.72,45.65,370.67,2388.23,8.6857,371,28.49,17.1423
2,199,42.0057,0.8418,550.12,1359.52,1130.1,138.34,2212.15,8344.58,42.3,130.71,2388.26,9.406,332,10.68,6.3106
2,200,0.0028,0.0013,643.47,1585.34,1418.8,552.42,2388.1,9079.84,47.69,520.95,2388.09,8.4896,393,38.75,23.2797
2,201,35.0014,0.8401,556.68,1374.22,1136.97,194.5,2223.23,8370.0,42.16,183.09,2388.38,9.3568,334,14.86,8.8747
2,202,10.0044,0.2509,604.91,1510.17,1318.07,394.41,2319.03,8799.48,45.89,371.32,2388.19,8.6989,371,28.41,17.0162
2,203,19.9993,0.7,607.68,1489.22,1254.87,334.73,2324.2,8751.48,44.59,314.7,2388.23,9.2497,366,24.27,14.572
2,204,34.9985,0.84,556.09,1371.34,1135.79,194.91,2223.25,8363.56,42.22,183.24,2388.33,9.3372,336,15.04,8.9174
2,205,42.0028,0.8414,550.1,1363.39,1133.33,138.06,2212.17,8343.41,42.45,130.75,2388.25,9.3915,334,10.55,6.3158
2,206,20.0067,0.7,607.83,1492.37,1253.94,333.85,2324.07,8738.96,44.67,314.01,2388.25,9.3089,366,24.4,14.6409
2,207,10.0001,0.25,605.5,1500.62,1317.69,393.97,2319.01,8798.38,45.52,370.7,2388.28,8.7296,370,28.51,17.0699
2,208,42.0003,0.84,550.74,1363.96,1128.95,138.5,2212.16,8335.58,42.54,130.25,2388.31,9.3766,331,10.64,6.3722
2,209,25.0056,0.62,537.2,1277.86,1059.99,176.06,1915.56,8029.16,36.92,164.4,2028.42,10.93,308,14.05,8.549
2,210,9.9986,0.25,605.11,1509.73,1317.27,393.36,2319.0,8800.51,45.6,370.8,2388.24,8.7132,372,28.39,17.0696
2,211,34.9997,0.84,555.87,1371.55,1136.05,194.86,2223.21,8366.73,42.22,182.68,2388.33,9.3505,335,14.7,8.8236
2,212,34.9981,0.84,555.92,1379.6,1137.17,194.72,2223.24,8364.22,41.88,182.85,2388.28,9.3779,334,14.66,8.7865
2,213,35.0033,0.8402,556.08,1367.73,1137.77,194.75,2223.21,8369.33,42.11,182.42,2388.31,9.3736,333,14.63,8.8554
2,214,20.0068,0.7004,608.03,1490.85,1258.51,333.71,2324.13,8749.01,44.44,314.8,2388.24,9.236,366,24.32,14.6548
2,215,0.0022,0.0,643.37,1597.65,1420.15,552.19,2388.09,9085.32,47.82,520.91,2388.17,8.4697,393,38.59,23.2124
2,216,10.0078,0.2505,605.13,1507.01,1314.74,393.4,2319.04,8795.4,45.79,371.66,2388.25,8.6803,370,28.3,16.8651
2,217,20.002,0.7016,607.79,1489.47,1257.17,333.71,2324.13,8745.18,44.82,314.49,2388.28,9.3217,368,24.14,14.6313
2,218,41.9994,0.84,549.73,1360.89,1135.5,138.62,2212.15,8338.4,42.45,130.23,2388.25,9.422,331,10.57,6.3908
2,219,0.0012,0.0,643.09,1596.01,1417.37,553.44,2388.06,9077.09,47.91,520.69,2388.14,8.4689,393,38.56,23.1532
2,220,25.0032,0.62,536.81,1269.73,1054.3,175.37,1915.55,8028.44,37.05,164.06,2028.51,10.9331,308,14.27,8.5716
2,221,25.0006,0.62,536.63,1271.4,1052.42,175.59,1915.55,8023.96,36.93,164.32,2028.47,10.9801,308,14.19,8.4716
2,222,42.0042,0.84,550.12,1360.06,1138.76,138.13,2212.15,8334.03,42.48,130.26,2388.29,9.3985,333,10.51,6.3887
2,223,10.0059,0.2512,605.67,1506.98,1321.41,393.9,2319.02,8801.65,45.97,371.27,2388.23,8.6984,370,28.35,17.0624
2,224,41.9986,0.84,549.85,1359.13,1130.08,138.82,2212.21,8349.63,42.44,130.87,2388.28,9.4145,331,10.54,6.4203
2,225,35.0014,0.84,555.88,1369.54,1135.25,194.47,2223.24,8379.32,42.24,182.53,2388.38,9.3999,337,14.78,8.939
2,226,0.0009,0.0006,642.93,1591.61,1416.32,552.38,2388.16,9075.08,47.69,520.85,2388.17,8.4427,397,38.67,23.1905
2,227,10.0015,0.25,605.4,1510.7,1324.21,393.68,2319.04,8801.34,45.81,371.16,2388.29,8.7145,371,28.47,17.0299
2,228,35.0032,0.8413,556.15,1368.87,1138.7,194.59,2223.28,8375.67,42.21,182.75,2388.4,9.3694,335,14.85,8.8158
2,229,20.0071,0.7,608.14,1493.11,1261.36,334.5,2324.15,8743.96,44.71,314.65,2388.33,9.2823,368,24.27,14.5472
2,230,41.9987,0.8402,549.83,1356.58,1130.32,138.61,2212.24,8345.67,42.56,130.41,2388.32,9.406,333,10.59,6.3626
2,231,42.0033,0.8418,550.08,1365.64,1138.84,139.27,2212.15,8342.83,42.46,130.5,2388.31,9.432,333,10.38,6.2
2,232,42.0052,0.84,550.49,1367.51,1130.82,138.32,2212.22,8351.96,42.19,130.42,2388.31,9.417,330,10.68,6.3777
2,233,35.0078,0.84,556.16,1369.15,1144.0,193.77,2223.31,8369.99,42.15,183.17,2388.41,9.385,337,14.9,8.9231
2,234,10.0033,0.25,605.63,1506.49,1323.07,393.38,2319.05,8801.21,45.79,371.31,2388.24,8.6975,372,28.2,16.9744
2,235,35.0022,0.8419,556.68,1373.45,1135.1,193.88,2223.27,8369.74,42.29,182.68,2388.42,9.3753,336,14.83,8.875
2,236,35.0019,0.84,555.82,1371.15,1143.56,194.63,2223.25,8367.26,42.42,182.61,2388.37,9.3729,336,14.64,8.8052
2,237,41.9998,0.84,550.78,1369.6,1137.99,138.42,2212.24,8346.5,42.51,130.7,2388.26,9.4015,333,10.61,6.2963
2,238,25.0044,0.62,537.2,1270.84,1061.88,174.72,1915.73,8032.35,36.96,164.22,2028.6,10.9917,308,14.3,8.5654
2,239,42.0023,0.8408,550.77,1358.01,1134.32,138.85,2212.24,8350.43,42.47,130.59,2388.3,9.391,332,10.58,6.3346
2,240,42.0031,0.8409,550.28,1366.68,1135.98,138.44,2212.24,8353.28,42.53,130.47,2388.34,9.3893,332,10.64,6.4081
